,_index_,eventID,eventTime,userIdentityaccountId,eventSource,eventName,sourceIPAddress,userAgent,userIdentitytype,apiVersion,userIdentityprincipalId,userIdentityarn,userIdentityaccessKeyId,userIdentitysessionContextsessionIssueruserName,errorCode,errorMessage,tlsDetailsclientProvidedHostHeader,event_dt,ae_anomaly_score,ts_anomaly
251,251,251,2021-10-02T05:52:48Z,Account-123456789,vargas.org,ListQueryLoggingConfigs,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,1d3c25e0-0f80-481c-89c0-e237ee6c0b30,arn:aws:7963fbf6-21ca-43cd-8b4f-f028fa061178,A1NCWAJTTV5NETDXNE1O,user1,success,,,2021-10-02 05:52:48+00:00,2.200333833694458,False
252,252,252,2021-10-02T05:52:48Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,2001-06-09,bc5b2661-eea6-4218-8721-4c4322df2535,arn:aws:6d04f563-e010-454b-afac-29c3309e36eb,A2YZQN0W2J8MEDSEXSZB,user1,success,,,2021-10-02 05:52:48+00:00,1.7726925611495972,False
253,253,253,2021-10-02T05:52:53Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,2001-06-09,4efb33c3-1f16-4012-92d7-8d1529d77535,arn:aws:33b86083-d306-4ca0-a0dd-c7ff019fc06e,A5SXGMIXW82HL9DOIKAN,user1,success,,,2021-10-02 05:52:53+00:00,1.7726925611495972,False
254,254,254,2021-10-02T05:52:53Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1990-05-27,266871a6-6333-4a71-8834-ad86714c4317,arn:aws:95030773-b123-4e4e-b9bf-2aae4563730f,AQ8UEUDFUJZHWTAJEQOS,user1,success,,,2021-10-02 05:52:53+00:00,1.6753945350646973,False
255,255,255,2021-10-02T05:52:53Z,Account-123456789,shepherd.com,AuthorizeSecurityGroupIngress,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,8a8c1e8e-f77b-4bb9-9a6d-df02f9e1c564,arn:aws:002ee1da-c5d4-4021-854f-66562391d749,ATSNZHVS10V5OONXX0ZN,user1,success,,,2021-10-02 05:52:53+00:00,1.6698600053787231,False
0,0,0,2021-10-01T04:35:13Z,Account-123456789,lopez-byrd.info,CreateDBInstance,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,0238b837-f2b4-4818-b599-64206feeccd6,arn:aws:de21f8fd-640f-4c69-b765-804df282af9d,,user13,success,,,2021-10-01 04:35:13+00:00,1.2979635000228882,False
1,1,1,2021-10-01T04:35:13Z,Account-123456789,robinson.com,GetOpenIDConnectProvider,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1984-11-26,f06b2a57-d0a2-4e8b-a678-3908ae9a692c,arn:aws:f5a2c0ff-40ff-4911-91b5-51205b470996,AHOKLKM5D7E8FBYIZG7W,user13,success,,,2021-10-01 04:35:13+00:00,2.340575695037842,False
2,2,2,2021-10-01T04:35:14Z,Account-123456789,robinson.com,ListTagsForResource,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1984-11-26,bb0bcebe-aafc-4c8a-8bd4-01c683d62ad8,arn:aws:d3098edc-64d7-41d3-9b2c-41e531908b62,AQA8FL0BJ3BV7WWGFT5Z,user13,success,,,2021-10-01 04:35:14+00:00,2.0418756008148193,False
3,3,3,2021-10-01T04:35:14Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,c0049ec4-822c-4746-a7e3-0bbcbf91e6b2,arn:aws:813e7db3-9e16-49fb-8902-c7503590c6b0,A2CC5RDMYCD9ILYZZLML,user13,success,,,2021-10-01 04:35:14+00:00,1.4560514688491821,False
4,4,4,2021-10-01T04:35:30Z,Account-123456789,lopez-byrd.info,CreateHostedZone,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,7f6bb5da-6971-4fd7-94f6-2f2378b4827e,arn:aws:42d77582-18ab-40ff-b84f-958628025aba,,user13,success,,,2021-10-01 04:35:30+00:00,1.29871666431427,False
5,5,5,2021-10-01T04:35:30Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,58ccf35a-4b86-4776-8877-6f20c47beb8c,arn:aws:7bd619b9-6f4c-4350-9a2e-d80f315fc178,,user13,success,,,2021-10-01 04:35:30+00:00,1.305682897567749,False
6,6,6,2021-10-01T04:35:31Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1990-05-27,78e08e86-ac98-4dc7-a71a-e554a92ec57a,arn:aws:00cbfc39-2959-4275-968c-80b61ea5a098,AF8GKGTIEC5W6YKGTEBD,user13,success,,,2021-10-01 04:35:31+00:00,1.6753945350646973,False
7,7,7,2021-10-01T04:35:31Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,e1a4c9ac-18fa-4c23-a87b-d1e58326b871,arn:aws:c966cb1d-1d54-4f71-9d2e-40595169f1fc,AFVIQ4BH72UEOAXGUDVO,user13,success,,,2021-10-01 04:35:31+00:00,1.4560514688491821,False
8,8,8,2021-10-01T04:35:32Z,Account-123456789,anderson.net,GetHostedZoneCount,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1970-07-15,554454f9-43bf-4611-b6d5-ce7e0f9f7103,arn:aws:60a3c755-36aa-43ff-bc41-16c62f85290a,A8THFIUCD8S57QOOFFUM,user13,success,,,2021-10-01 04:35:32+00:00,2.352229356765747,False
9,9,9,2021-10-01T04:35:32Z,Account-123456789,lopez-byrd.info,ListTrafficPolicies,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,05db7327-b69e-4d1b-87f6-665ef0dbd785,arn:aws:f06ccc8f-1ff2-4810-b4bc-aa844ee4cb82,,user13,success,,,2021-10-01 04:35:32+00:00,1.4265543222427368,False
10,10,10,2021-10-01T04:35:32Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,2001-06-09,16395d88-2838-423c-99ee-98d4a9704d8c,arn:aws:06f03770-d20f-490f-b6d4-03045e7e5ccb,AOPJCLIYWVG6CQDUJ9XB,user13,success,,,2021-10-01 04:35:32+00:00,1.7726925611495972,False
11,11,11,2021-10-01T04:35:32Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,ea5063a8-4135-4091-949a-e33e5a30f9be,arn:aws:a53373b7-7b99-483c-a5d0-62370ad81c4b,,user13,success,,,2021-10-01 04:35:32+00:00,1.1841466426849365,False
12,12,12,2021-10-01T04:35:32Z,Account-123456789,robinson.com,GetOpenIDConnectProvider,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1984-11-26,e923c515-3625-4bc0-8bc8-352284b8f8e9,arn:aws:dd31f12b-0bce-45a0-b338-26da9fa67c28,A0A9LAP92SE7IBIHDG7H,user13,success,,,2021-10-01 04:35:32+00:00,2.3832178115844727,False
13,13,13,2021-10-01T04:35:33Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1990-05-27,00fb9be7-849b-4d12-a4d3-cab9e3d6a704,arn:aws:557844cb-089c-4530-9199-8621aed2625c,A2VGMDWSPAXKOYCV83CR,user13,success,,,2021-10-01 04:35:33+00:00,1.6753945350646973,False
14,14,14,2021-10-01T04:35:34Z,Account-123456789,smith.com,DescribeVolumesModifications,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,2c5ad696-f42b-4db4-877f-52898e9bbb85,arn:aws:92b17fa4-15c9-41ee-82c3-b1042edfb6fb,AO71FOWN2428M1ZM4BCK,user13,success,,,2021-10-01 04:35:34+00:00,2.2892425060272217,False
15,15,15,2021-10-01T04:35:34Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,78fd03f4-3a03-4aae-8c6c-ae01622af679,arn:aws:b487e515-c122-4fae-a6d9-f2cb39b1ec02,,user13,success,,,2021-10-01 04:35:34+00:00,1.305682897567749,False
16,16,16,2021-10-01T04:35:35Z,Account-123456789,bailey-williams.info,DescribeVpcClassicLinkDnsSupport,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,2014-08-04,9b3a02ae-5e86-473a-8e8a-bd4b90538306,arn:aws:ab3b7cb1-de74-4265-8dff-c05e4d1d878a,AFSVHY0VWUAZMMUXDYP7,user13,success,,,2021-10-01 04:35:35+00:00,2.4465043544769287,False
17,17,17,2021-10-01T04:35:35Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,4843d402-84c0-4da4-bd93-f4d776a3cfef,arn:aws:8b41bda0-7600-4fc9-8338-6023b30a30e3,,user13,success,,,2021-10-01 04:35:35+00:00,1.305682897567749,False
18,18,18,2021-10-01T04:35:37Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,63d6249e-3c52-4df1-b46c-7106b98f577c,arn:aws:1411f1ef-a27e-4249-b7f0-eacbec039e51,A7A0ERKEHDJBAVZHN8AO,user13,success,,,2021-10-01 04:35:37+00:00,1.4560514688491821,False
19,19,19,2021-10-01T04:35:37Z,Account-123456789,lopez-byrd.info,CreateKeyPair,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,6426432f-41c8-4f2f-8247-11d17055bd63,arn:aws:94d569dd-9231-40f4-8746-8d54e4bf84d7,,user13,success,,,2021-10-01 04:35:37+00:00,1.5057141780853271,False
20,20,20,2021-10-01T04:35:39Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,26dd04ef-5fef-4655-9149-90bbe456b1ec,arn:aws:cf5130cf-21c4-4ac2-a583-cedd1ec2ec70,,user13,success,,,2021-10-01 04:35:39+00:00,1.305682897567749,False
21,21,21,2021-10-01T04:35:39Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1990-05-27,d9127251-aa35-4b4c-a450-281590749405,arn:aws:c0a5ae1f-5eac-4b9e-8cc2-7b5b4cebae0a,ACCPJPBMY5JODKFPCRJQ,user13,success,,,2021-10-01 04:35:39+00:00,2.0640740394592285,False
22,22,22,2021-10-01T04:35:39Z,Account-123456789,robinson.com,GetOpenIDConnectProvider,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1984-11-26,df140832-8af6-479d-b998-06abff309a69,arn:aws:2fdfcbd5-3cd7-4440-aff5-bc219b25c815,A3VZBFPPGQ2ETNJDK71C,user13,success,,,2021-10-01 04:35:39+00:00,2.360743999481201,False
23,23,23,2021-10-01T04:35:39Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1990-05-27,2c14a8bb-d39c-44e6-942a-cc49781bed15,arn:aws:865eb849-2eb9-419c-bb8d-ec739fc383ee,AZAGQ38OFYK8P4Y33NPC,user13,success,,,2021-10-01 04:35:39+00:00,1.6753945350646973,False
24,24,24,2021-10-01T04:35:40Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,c4aa0098-7177-4783-8159-17ff71b22928,arn:aws:1f499e8d-6d8e-432e-90d7-bd17a2c5bc6c,,user13,success,,,2021-10-01 04:35:40+00:00,1.305682897567749,False
25,25,25,2021-10-01T04:35:40Z,Account-123456789,lopez-byrd.info,CreateDBInstance,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,a431cad3-e60d-4951-99bf-695368d5d703,arn:aws:c4ce6204-0918-4d2b-849e-b79bc862311a,,user13,success,,,2021-10-01 04:35:40+00:00,1.388122320175171,False
26,26,26,2021-10-01T04:35:40Z,Account-123456789,lopez-byrd.info,CreateDBInstance,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,91570315-3d7a-468f-8783-e6036f029f49,arn:aws:4cc478ef-e95a-43f5-963d-b5c1cc723f24,,user13,success,,,2021-10-01 04:35:40+00:00,1.388122320175171,False
27,27,27,2021-10-01T04:35:40Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,277da8f4-ee40-40d7-9f6b-e0b0033ebfdf,arn:aws:11ea8621-6f04-4a27-8656-ebcca44de1fc,,user13,success,,,2021-10-01 04:35:40+00:00,1.305682897567749,False
28,28,28,2021-10-01T04:36:09Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,2001-06-09,849e7175-da0d-4a1f-9e3e-e13deabb4282,arn:aws:bdd1c562-30c3-42e8-ab59-aa3076fd36c5,A45NEWT2WVVMKYQ1FPIA,user13,success,,,2021-10-01 04:36:09+00:00,1.7726925611495972,False
29,29,29,2021-10-01T04:36:09Z,Account-123456789,lopez-byrd.info,CreateDBInstance,123.79.131.26,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/62.0.822.0 Safari/536.1",FederatedUser,,19555fbe-7fef-456f-a79e-21f095bc0bec,arn:aws:58397999-cef5-4f03-91db-812ecf919a1c,,user13,MissingAction,The input fails to satisfy the constraints specified by an AWS service. ,,2021-10-01 04:36:09+00:00,2.6476991176605225,False
30,30,30,2021-10-01T04:36:12Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1990-05-27,37dd32ab-df05-4e25-b2b7-7cf7b996393e,arn:aws:4241b053-01e3-4dbe-819d-6447bcf391bd,A1FIFMEIR5JJUE6BHEOU,user13,success,,,2021-10-01 04:36:12+00:00,1.6753945350646973,False
31,31,31,2021-10-01T04:36:12Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,04b34349-84f9-4f78-af3b-fc6ed6865a26,arn:aws:11a50d87-58fd-49c8-bb3d-cd69c8d7417b,,user13,success,,,2021-10-01 04:36:12+00:00,1.305682897567749,False
32,32,32,2021-10-01T04:36:12Z,Account-123456789,shepherd.com,ModifySubnetAttribute,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,85d533f7-be12-4a04-8a1d-1566615511cf,arn:aws:c055eae0-524c-408b-a867-71b4733c7550,AVAKTX3OJ3KWRRLF3KOX,user13,success,,,2021-10-01 04:36:12+00:00,1.5451326370239258,False
33,33,33,2021-10-01T04:36:12Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,0777ff25-4276-48e2-8176-6a3c022e34a7,arn:aws:bed99a94-f779-440f-9494-840156c2162c,,user13,success,,,2021-10-01 04:36:12+00:00,1.305682897567749,False
34,34,34,2021-10-01T04:52:50Z,Account-123456789,shepherd.com,ModifySubnetAttribute,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,19fdc19d-b455-49a7-8a9b-8d0448d3a1c9,arn:aws:34ba2c6e-da5b-4f62-bb4e-379a3f6f9cf9,ACOLEL1PX1J4HM3BDECR,user13,success,,,2021-10-01 04:52:50+00:00,1.5451326370239258,False
35,35,35,2021-10-01T04:52:50Z,Account-123456789,mills.com,DescribeVolumes,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,8fb915b4-05e6-4895-9754-a6d9f6ff71c2,arn:aws:8a7046a8-ecce-4d93-9b50-c23fa6d0ee0e,AZQPGUBDCRZCX7ZGEY8G,user13,success,,,2021-10-01 04:52:50+00:00,1.9504319429397583,False
36,36,36,2021-10-01T04:52:52Z,Account-123456789,lopez-byrd.info,CreateHostedZone,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,8ddb811f-cf6d-498d-843f-eece0e0680b4,arn:aws:2d447a95-0986-4a14-8d07-1c2e31dd4165,,user13,success,,,2021-10-01 04:52:52+00:00,1.2529634237289429,False
37,37,37,2021-10-01T04:52:52Z,Account-123456789,solis.info,CreateInternetGateway,128.170.173.123,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_0; rv:1.9.4.20) Gecko/2012-06-10 12:09:43 Firefox/3.8,FederatedUser,,7ad2d650-4829-43ce-b4ed-0c1b0d298370,arn:aws:488d3bb5-4905-4bfa-9d73-5b98fccf5197,APQ8QRI4PNGXADVFRSNX,user13,success,,,2021-10-01 04:52:52+00:00,2.7815117835998535,False
38,38,38,2021-10-01T04:52:52Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,b304fa71-d51f-4aa9-ad96-91350594ddd6,arn:aws:f37cd06b-1b47-4041-a71e-5e6ff917e5d8,A6CBBNVZU7ZJFXJUULFI,user13,success,,,2021-10-01 04:52:52+00:00,1.4560514688491821,False
39,39,39,2021-10-01T04:52:53Z,Account-123456789,lin.com,DescribeManagedPrefixLists,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,2001-06-09,823a9932-1783-47db-b69c-148c60532e8f,arn:aws:8bd53912-1456-4fce-bb8c-87b1cb04ab74,ALQDQY0RS0FRJBWIL7YK,user13,success,,,2021-10-01 04:52:53+00:00,1.7726925611495972,False
40,40,40,2021-10-01T04:53:01Z,Account-123456789,mckinney-campbell.org,GenerateDataKeyWithoutPlaintext,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,e80d10c8-6ddd-4f4a-a781-a61327f97d9b,arn:aws:bcd05590-27d4-43c8-a78e-d13d3feda130,AINDFMOQIHFQRLGFS2GQ,user13,success,,,2021-10-01 04:53:01+00:00,1.8584997653961182,False
41,41,41,2021-10-01T04:53:02Z,Account-123456789,mills.com,DescribeVolumes,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,0af5b60d-b722-4c3e-8c52-1cefe7de242a,arn:aws:34a44965-d202-4cac-b1af-e630846fc83f,A0RKB0CHRABI8IX2OGNO,user13,success,,,2021-10-01 04:53:02+00:00,1.9504319429397583,False
42,42,42,2021-10-01T04:53:02Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,d9245fde-bbaa-40df-aa2d-4150f874d545,arn:aws:d60af022-dce0-4a7a-aa06-dd0aab79285f,ACORRPV0UR42L03KR7B9,user13,success,,,2021-10-01 04:53:02+00:00,1.4560514688491821,False
43,43,43,2021-10-01T04:53:02Z,Account-123456789,mckinney-campbell.org,GenerateDataKeyWithoutPlaintext,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,c77d2928-2722-4675-b19d-c28ef591f59e,arn:aws:05d1e759-ee15-4bf4-922c-9a6265a52dc9,ANFXUSUFFVY2IL25O8JU,user13,success,,,2021-10-01 04:53:02+00:00,1.8584997653961182,False
44,44,44,2021-10-01T04:53:16Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,9d2c325f-f662-4cbf-b1f1-85a352f10627,arn:aws:814f4dc3-ab8e-4ade-b21c-323166a0df61,ABBTLT6ZJVNH3M6CVLYB,user13,success,,,2021-10-01 04:53:16+00:00,1.4560514688491821,False
45,45,45,2021-10-01T04:53:16Z,Account-123456789,lopez-byrd.info,CreateHostedZone,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,e333d9d3-8fed-4fb0-9216-d279be7eef33,arn:aws:a21439d6-c77e-483c-81ec-fafe87c12d94,,user13,success,,,2021-10-01 04:53:16+00:00,1.3496828079223633,False
46,46,46,2021-10-01T04:53:16Z,Account-123456789,anderson.net,ListCertificateAuthorities,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,1970-07-15,084984d5-00be-4c90-ad73-85c410702fab,arn:aws:e9b2d363-fb3a-41a4-a179-fcc96160ca0b,AX8UILQIKFMTFHMZ0G6O,user13,success,,,2021-10-01 04:53:16+00:00,2.3547043800354004,False
47,47,47,2021-10-01T04:53:16Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,42a91d84-f678-4fe4-8809-8bf06385d5f0,arn:aws:12bb36e6-9217-429d-9716-b0793517b176,AM350P2LEMQHTKIQLOOH,user13,success,,,2021-10-01 04:53:16+00:00,1.4560514688491821,False
48,48,48,2021-10-01T04:53:25Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,53c1e720-3374-49ae-bd05-3b626f612cf7,arn:aws:de73c8de-5839-4d1e-867f-7e102d10d4ae,,user13,success,,,2021-10-01 04:53:25+00:00,1.305682897567749,False
49,49,49,2021-10-01T04:53:25Z,Account-123456789,lopez-byrd.info,ListTrafficPolicies,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,9f20c82e-1895-4bd5-a024-805e0ff6afc2,arn:aws:1adae759-5d21-409f-92e4-992669a00ddb,,user13,success,,,2021-10-01 04:53:25+00:00,1.4265543222427368,False
50,50,50,2021-10-01T04:53:26Z,Account-123456789,lopez-byrd.info,DeleteOpenIDConnectProvider,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,9ed257e2-8b4b-4d30-b08a-f4a810a70210,arn:aws:bb991676-b239-4599-8427-4f7767559be4,,user13,success,,,2021-10-01 04:53:26+00:00,1.5821224451065063,False
51,51,51,2021-10-01T04:53:26Z,Account-123456789,lopez-byrd.info,ListTrafficPolicies,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,69cf3b12-2a7c-49fd-af22-6e512125df7e,arn:aws:0e4d35a1-7ea2-4c2a-8877-10a6208c5170,,user13,success,,,2021-10-01 04:53:26+00:00,1.4265543222427368,False
52,52,52,2021-10-01T04:53:27Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,99147548-5f4f-418f-b50f-d2679e59ed93,arn:aws:e0a1be1a-6b0d-497b-ac9b-66def0b5e22a,,user13,success,,,2021-10-01 04:53:27+00:00,1.305682897567749,False
53,53,53,2021-10-01T04:53:27Z,Account-123456789,shepherd.com,ListHealthChecks,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,e66268e8-aef7-4dce-b54f-053cf77af4ce,arn:aws:7936401e-e175-4e15-a154-0c2c2232b5dd,A9S4QWFG0ZXSRXU4D6ZU,user13,success,,,2021-10-01 04:53:27+00:00,1.4560514688491821,False
54,54,54,2021-10-01T04:53:36Z,Account-123456789,lopez-byrd.info,CreateHostedZone,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,c60543e9-9ce8-4200-9dd4-6a6f9d1faf8b,arn:aws:cc272f49-abd6-4f06-9c2e-2e7f21bfa68d,,user13,success,,,2021-10-01 04:53:36+00:00,1.3496828079223633,False
55,55,55,2021-10-01T04:53:36Z,Account-123456789,smith.com,DescribeVolumeStatus,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,4b093c61-7109-4ef2-976b-8739007d53b5,arn:aws:41e836e1-a5dc-4e54-96f3-0a28589db2f1,ASC5D5NHD7C8HVDBN09W,user13,success,,,2021-10-01 04:53:36+00:00,2.2566964626312256,False
56,56,56,2021-10-01T04:53:36Z,Account-123456789,lopez-byrd.info,GetSendQuota,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,841a35e9-900e-457b-aa59-da4bf1005179,arn:aws:5182a825-9e81-46e2-9fa0-ccd8beb7b27b,,user13,success,,,2021-10-01 04:53:36+00:00,1.305682897567749,False
57,57,57,2021-10-01T04:53:36Z,Account-123456789,grant-campbell.org,DescribeStaleSecurityGroups,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,00da4846-dd53-4c90-b5d7-979b28a674ee,arn:aws:bdec4cd0-d821-4842-ba14-080e12faebdb,ANSSDSVNSG5IMNFFA1BT,user13,success,,,2021-10-01 04:53:36+00:00,1.9441605806350708,False
58,58,58,2021-10-01T04:53:42Z,Account-123456789,vargas.org,ListQueryLoggingConfigs,208.49.113.40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),FederatedUser,,10334006-f418-4a50-ae4c-63266805f542,arn:aws:d22523c2-9e48-41b1-95da-e2900716aeac,A7ZMDMXZY4GMJAINYVMZ,user13,success,,,2021-10-01 04:53:42+00:00,2.186100959777832,False
